StudentID,Name,DOB,Grade,AttendancePercent,Maths,Physics,Chemistry,Biology,English,History,Geography,Computer,SportsScore,BehaviorScore,ParentContact,AdmissionDate,Scholarship,ExtraCurricular,Remarks
S500183,Student Vooxmmktsfx,2000-12-10,C,73.68,70,70,43,48,17,10,45,62,27,2,918712899293,2019-03-16,Yes,Music,Remark Jrfyenxjldll
S500184,Student Eiirravovtiyi,2000-06-17,D,97.99,16,69,75,53,72,34,35,45,12,7,918355438729,2019-01-06,Yes,Music,Remark D Vximokttw
S500185,Student Ph Pb,2000-03-25,E,45.21,21,78,41,20,100,71,86,95,34,4,918790724182,2018-09-15,Yes,Music,Remark Ohvaoaxh
S500186,Student Yooqut,2000-12-10,B,76.64,86,70,96,1,76,6,92,49,5,1,919947974907,2018-10-28,No,Art,Remark Tdhggaufhqzm
S500187,Student Nmhzid,2000-11-11,D,88.05,82,98,85,64,13,26,84,73,40,5,917397581235,2018-10-13,Yes,Unknown,Remark Mytmb
S500188,Student Zwrkfie Agm,2000-03-31,A,89.34,13,11,22,83,0,57,52,98,3,9,917379883961,2018-11-25,No,Art,Remark Se Jgdjninzg
S500189,Student Pbabcv,2000-12-16,F,97.55,99,87,5,53,33,40,43,88,47,0,918847992388,2019-01-06,No,Art,Remark Ywivljaab
S500190,Student Oyzylswvkbzbaqq,2000-05-27,E,41.11,59,59,59,2,84,18,100,30,33,0,918815001869,2018-10-28,Yes,Sports,Remark Wlhvkg
S500192,Student Upikvshh,2000-01-06,E,96.04,9,21,25,45,67,13,93,90,15,7,918330302924,2018-10-28,No,Art,Remark Xmqqow
S500193,Student Hojrpldno,2000-12-16,D,76.69,4,80,12,95,99,45,34,7,25,0,919715188115,2018-06-25,No,Art,Remark  Ffjjzvngod
S500194,Student Ulqlhwfrq,2000-12-16,C,47.66,74,60,32,55,51,16,35,0,22,6,917191135822,2018-12-19,No,Art,Remark Cjpuiynkdyyuob
S500195,Student Qdduelmt,2000-10-12,F,60.61,63,85,82,7,75,56,89,0,26,4,919428701349,2019-02-05,No,Sports,Remark Nvczlardi
S500196,Student Nizziss Sk,2000-08-20,A,71.67,62,43,23,56,43,28,31,92,35,7,918733450983,2018-10-13,Yes,Art,Remark Plazrdq
S500197,Student Rfnfmyctvfkgzd,2000-10-19,D,66.25,9,62,59,60,84,10,41,68,46,1,917443629610,2018-10-28,No,Music,Remark Uxuwvavhii
S500198,Student Rjwyly Spe,2000-05-27,F,46.69,1,55,0,10,70,11,2,18,44,2,918539075841,2018-07-27,No,Art,Remark Ptwldpgnku
S500199,Student Kuazsbzdkhbawe,2000-01-02,D,91.48,15,81,18,86,73,71,26,89,3,4,918291201385,2018-07-31,Yes,Art,Remark Rwqaj
S500200,Student Gptxcjabxak,2000-03-04,F,52.61,91,14,56,90,64,97,59,55,10,7,917258468565,2018-11-13,No,Music,Remark Sybrqyoml
S500201,Student Hjpcg,2000-02-01,C,82.2,25,5,56,90,52,30,77,8,12,4,918884565227,2018-07-20,Yes,Art,Remark Pktlfkmvhl
S500202,Student Bjesxdhrrmloun,2000-02-01,E,85.72,8,62,91,58,52,81,51,20,16,2,918848459632,2018-10-28,Yes,Music,Remark Siqflqnz
S500203,Student P Cao,2000-01-20,E,81.7,86,78,75,20,46,78,40,41,14,8,919931488292,2019-01-11,Yes,Art,Remark Hqbor
S500204,Student Rbfaxzi,2000-01-20,A,73.09,55,82,37,95,18,78,47,57,6,6,918084571730,2019-01-06,Yes,Unknown,Remark Vbt Fuadbe
S500205,Student Mdznlkaraxjtmj,2000-01-20,D,64.3,70,22,58,35,74,37,31,90,0,5,917035197840,2018-06-07,Yes,Unknown,Remark Vcyn Vtolppnnc
S500206,Student Hqqbsyem,2000-05-07,C,54.5,18,9,30,49,60,98,59,27,27,2,919701453502,2018-07-20,Yes,Music,Remark Hdhvtz Ifk
S500207,Student Dhyohizp,2000-01-02,B,66.83,97,30,54,15,90,98,10,28,36,5,917432042051,2018-10-13,Yes,Unknown,Remark Nbbenjdifzkxuhz
S500208,Student Vpeuy,2000-03-24,F,69.37,56,88,33,14,98,48,75,18,43,0,918597272471,2018-09-09,Yes,Unknown,Remark Ivwjosrsnwnhq
S500209,Student Tosmyj,2000-01-20,D,76.87,92,78,27,47,58,23,32,45,14,0,919611769500,2019-01-06,No,Music,Remark Roajnvxgodpdlj
S500210,Student Apaileqhht,2000-05-27,E,84.84,54,52,17,28,82,96,68,13,29,7,917028670981,2018-12-04,Yes,Unknown,Remark Juzvreknvz
S500211,Student Gsefrcuxrs,2000-07-26,A,70.92,48,80,20,71,49,64,69,0,24,5,917365633950,2019-05-23,Yes,Sports,Remark Jucpjgf Yh
S500212,Student Wapkoeiknby,2000-08-31,C,68.38,41,85,16,47,13,88,16,40,42,3,918662199771,2018-07-06,Yes,Unknown,Remark Knikytsmyjq Ntr
S500213,Student Zkkxtothl,2000-05-27,B,82.44,10,77,77,66,51,12,12,58,49,4,919355992978,2018-12-16,Yes,Music,Remark Lzsjp
S500214,Student Uhctkkhb Sdv,2000-01-20,F,94.7,1,50,90,13,81,44,6,26,47,5,917180878407,2018-10-13,Yes,Sports,Remark Agpagmqonfqu
S500215,Student Afdxrsu,2000-01-13,D,96.49,77,93,41,62,68,29,21,49,42,6,917992941339,2018-10-28,No,Unknown,Remark Mdeiuumegdkjntt
S500216,Student Wvaqcgrmpwdg,2000-01-20,C,75.82,47,42,56,3,53,37,60,84,44,3,917012947637,2019-04-03,No,Music,Remark Pycpdyg
S500217,Student Xxoczwtzhbhgph,2000-05-27,E,57.94,22,35,45,46,36,99,36,7,6,0,918208586655,2018-10-13,No,Sports,Remark Kmhszyobeksk
S500218,Student Yjuanbhaxdp,2000-10-02,E,58.24,83,42,1,30,97,87,19,29,2,1,917449264116,2018-07-31,No,Sports,Remark Tvkemtti
S500219,Student Qnyfmevxzo,2000-03-25,E,70.2,93,51,72,68,3,13,37,61,6,5,918184326356,2018-11-26,No,Art,Remark Yjlxkvckq
S500220,Student Xiyyhcyggzkd,2000-12-18,A,82.83,87,4,70,98,65,86,76,6,19,0,919340945295,2018-10-13,Yes,Unknown,Remark Crvbjekgugppv
S500221,Student Sqkxn,2000-12-11,D,56.02,23,16,37,32,90,99,33,3,35,7,918664938633,2019-02-05,No,Music,Rebark Rcjoe
S500222,Student Fdhlxhbkvvizlv,2000-12-16,F,78.2,59,12,22,6,50,13,39,40,39,6,918159853126,2018-06-12,No,Sports,Remark Wkiqmpu Mhnpb
S500223,Student Q Pytucoapxej,2000-10-30,B,52.93,46,64,73,33,97,0,79,4,45,3,918824096841,2018-10-28,Yes,Art,Remark Bubtlubwyaeff
S500224,Student Owscvius,2000-12-16,B,79.61,46,10,27,81,69,57,20,46,10,3,919174194455,2018-10-28,Yes,Sports,Remark Pwpwdavxltdri
S500225,Student Kkavknvsjxysanj,2000-07-26,F,62.69,49,49,53,45,23,97,54,51,6,8,919317182137,2018-08-21,No,Sports,Remark Bdapdyurhtdyvor
S500226,Student Johlpyqffrj,2000-02-01,C,84.91,20,87,78,68,38,41,45,50,7,7,919943115035,2019-04-08,Yes,Unknown,Remark Opdzolwj
S500227,Student Goyrd,2000-12-16,A,60.94,96,53,41,47,68,23,52,88,47,7,919158341488,2018-10-13,Yes,Unknown,Remark Ivxfgibzoxw
S500228,Student Wplvlhaczc,2000-01-20,F,55.34,76,24,36,78,22,86,84,89,4,3,918732210729,2019-04-08,Yes,Sports,Remark Zziybcdod
S500229,Student Gbwzphtjaoiu,2000-03-25,D,60.17,15,97,82,21,46,9,45,29,16,7,919654623579,2018-08-13,No,Music,Remark Gfsjr Meihfq
S500230,Student Qskxjok,2000-05-27,A,91.17,86,46,20,17,77,53,7,38,12,1,919667996941,2018-10-28,No,Sports,Remark Uetwsqfmz
S500231,Student  Xmusdeehbvzfx,2000-02-01,F,86.74,83,42,23,18,27,86,6,40,35,4,917037698039,2019-02-05,No,Music,Remark Pvcdxgrgqlowof
S500232,Student Kcebrzhpgdmg,2000-05-27,A,41.4,7,64,18,17,30,58,66,46,38,9,918021070503,2019-01-06,Yes,Sports,Remark Btpvhnbpat
S500233,Student  Pxbhvvssgcpu,2000-05-27,A,51.78,27,69,43,21,25,80,99,32,13,7,917689435502,2018-10-13,No,Music,Remark Rkovhbkgxhjx
S500234,Student Dsatrfxnt,2000-01-06,C,98.16,16,41,53,10,8,17,51,59,16,2,919140289271,2019-02-05,No,Art,Remark Umchvjnib
S500235,Student Ffwypogl F,2000-02-01,B,64.63,9,38,85,49,65,2,38,48,33,8,918580315509,2019-03-31,No,Art,Remark Judubtmnfr
S500236,Student Osluaophcxoew,2000-10-19,E,69.53,7,80,51,37,48,30,30,81,2,9,919206963778,2018-10-28,No,Unknown,Remark Tisdllurmke
S500237,Student Mkjsdrhx,2000-03-25,C,58.83,49,16,50,73,29,80,51,98,22,9,919780366520,2018-12-22,Yes,Art,Remark Ccakdl
S500238,Student Wialatwmmxawpyw,2000-03-25,B,95.96,29,47,59,52,37,36,88,72,19,3,917182244927,2019-03-16,No,Music,Remark Wqpwewkxmdl
S500239,Student Vyzgmfunsp,2000-12-10,C,44.86,82,95,53,71,27,83,36,55,23,7,917899401063,2018-10-28,Yes,Art,Remark Brqmiqxmtjo
S500240,Student Zxzmurds,2000-12-10,A,64.54,79,58,55,49,19,17,4,77,30,4,919935905650,2018-09-15,No,Sports,Remark Xzncby Mlrmzlr
S500241,Student Zqwknp Dlrdog,2000-02-01,F,82.61,100,59,98,71,69,16,28,40,18,1,918745882490,2018-11-09,Yes,Unknown,Remark Bvldzfd
S500242,Student Kqwyetupbn,2000-12-16,E,42.11,51,37,67,92,46,59,54,34,33,0,918449616937,2018-10-28,No,Unknown,Remark Uxzrofojernwn
S500243,Student Wsbeqy Jpjfip,2000-05-27,A,64.39,88,58,81,73,3,59,77,61,26,0,919040137336,2019-02-05,No,Unknown,Remark A Hqpumw
S500245,Studentdcyaneosykguoe,2000-02-16,F,95.85,92,44,92,84,83,10,38,42,41,1,917920591379,2018-10-28,Yes,Unknown,Remark Txxk Qvbgnr
S500246,Student Ouxigxo,2000-10-04,D,52.22,61,23,66,84,75,20,86,15,14,8,918098579436,2018-11-09,No,Sports,Remarh Vyeupq
S500247,Student Zjwbynzjuaeb,2000-05-27,E,41.5,74,72,66,0,63,57,63,38,0,3,918022484871,2019-04-08,Yes,Unknown,Remark Abrkmbqv
S500248,Student Resoclfwekx,2000-02-01,C,59.06,71,77,30,79,99,78,1,9,40,3,919112924614,2018-11-13,Yes,Unknown,Remark Gzhdlmymyxodd
S500249,Student Nwfwdis,2000-01-13,C,65.05,86,43,29,56,46,50,41,28,14,1,918537953605,2018-08-13,No,Music,Remark Fvyinv
S500250,Student Vqbedqb Fsjnhn,2000-03-04,B,56.95,75,61,25,24,78,96,83,53,44,9,917798611188,2018-10-13,No,Unknown,Remark Fxmxxrxr
S500251,Student Yxqejczqpt,2000-12-16,B,95.54,80,45,89,99,63,32,25,85,14,5,918521507813,2018-10-13,Yes,Art,Remark Kwqhzdhvkr
S500252,Student S Ixdbank,2000-07-26,A,85.91,98,33,88,77,21,80,85,34,17,9,919060709702,2018-12-08,Yes,Unknown,Remark Fkssakd
S500253,Student Yaqrtzkbynara,2000-02-01,C,76.23,33,3,49,63,62,29,2,45,45,0,919292574471,2018-11-13,No,Art,Xemark Bsaeoe
S500254,Student Isjciez,2000-12-18,B,69.77,24,25,88,24,41,71,82,74,36,6,919307682126,2018-10-13,No,Unknown,Remark Vbuhfty
S500255,Student Oriyjsj,2000-12-16,C,45.54,79,93,96,57,61,96,25,3,14,6,918779425125,2018-11-19,Yes,Music,Remark Mfsuvkmrlq
S500256,Student Pieyh,2000-03-04,D,67.09,66,64,70,30,50,26,94,50,12,0,917902409182,2018-10-13,Yes,Music,Remark Vbx Jxa
S500257,Student Pqhtbmsobgpnpd,2000-05-27,B,88.16,52,30,11,87,36,79,62,17,27,3,917008941936,2018-10-28,No,Unknown,Remark Ec Uqklxybq
S500258,Student Cupjtequfg,2000-01-20,B,71.98,96,53,2,92,96,9,45,1,44,4,919698226175,2019-01-06,Yes,Art,Remark  Scgmb
S500259,Student Lcdsbasemtmwkn,2000-01-06,C,83.86,50,24,4,27,19,0,42,69,30,4,919140892437,2019-01-11,No,Sports,Remark Fqomboxgc
S500260,Student Cxmeeektqqi,2000-05-27,C,91.93,93,65,38,26,75,96,18,54,20,5,917971636080,2018-06-25,No,Unknown,Remark Pldwkimcxlwa
S500261,Student Pcrsnjby,2000-02-01,F,56.27,99,40,48,96,68,19,10,75,34,7,918075453581,2019-02-05,No,Sports,Remark Mfncertre
S500262,Student Lpyktnqbfno,2000-02-01,E,53.37,98,38,67,25,3,67,65,7,44,8,917730588297,2019-01-06,No,Music,Remark Umlzimcdledzqe
S500263,Student Svciqqqdo,2000-09-06,F,42.2,96,87,51,2,52,70,50,22,11,0,919036232996,2018-06-09,Yes,Unknown,Remark Manbdshrehy
S500264,Student Knttuqpuqfexm,2000-01-02,F,49.82,93,85,95,100,54,6,54,58,25,4,918621342537,2018-10-13,No,Sports,Remark V Aajivqu
S500265,Student Qlrxqcfgcxto,2000-01-02,B,50.61,40,14,80,9,87,41,34,67,31,9,919260146101,2018-09-04,Yes,Art,Remark Ebvmxih
S500266,Student Hxgdhrtsgdrjk,2000-02-01,F,67.98,98,1,9,71,74,28,30,78,46,9,918275382825,2019-03-16,No,Music,Remark Itiyakglejuw
S500267,Student Fwdtlxq,2000-05-27,B,58.49,98,46,98,56,13,78,76,99,14,3,917423047733,2019-01-14,No,Sports,Remark Rbkktdsfbsl
S500268,Student Gwjy Kgooexikr,2000-02-01,F,44.53,9,24,86,77,46,58,38,92,28,5,917833356766,2019-01-06,Yes,Sports,Remark Qfxbcpmsr
S500269,Student Okxplybtnc,2000-01-20,A,75.91,50,65,44,53,89,69,12,43,39,2,919326321380,2019-02-05,No,Sports,Remark Xwyoj
S500270,Student Qpxtdexpyzohkvq,2000-02-01,C,42.63,43,51,36,4,38,88,99,65,20,3,918035148142,2018-10-28,Yes,Art,Remark Xheef
S500271,Student Fyvwjc,2000-02-01,E,66.01,10,65,94,3,86,99,51,58,39,8,919348848175,2018-09-15,Yes,Unknown,Remark Abwcnysvc
S500272,Student Nenbvnrwijabiut,2000-12-16,F,70.94,46,43,26,59,79,83,91,12,43,5,919185464106,2018-10-13,No,Art,Remark K Bcpn
S500273,Student Fjnos,2000-02-01,D,78.33,99,21,52,52,51,65,34,12,42,5,919745410378,2019-01-15,No,Sports,Remark Whivutbov
S500274,Student Xoivluadaap,2000-05-27,F,51.86,67,58,50,91,62,46,72,100,11,1,919964869670,2019-02-14,Yes,Unknown,Remark Hxvzgfvozgyhfs
S500275,Student Kuubtpc,2000-02-01,A,59.04,7,43,25,90,73,33,50,17,13,7,919649826004,2019-04-17,Yes,Unknown,Remark Vlgomddsvve
S500276,Student Kmpqaspbpfehpaw,2000-12-16,E,90.0,63,58,58,52,50,10,23,19,41,5,917240083247,2018-10-13,No,Unknown,Remark Gfdrjbppziqm
S500277,Student Gqm Ob,2000-06-17,C,50.24,10,85,72,35,82,7,89,0,17,1,918999863345,2018-11-13,No,Unknown,Rembrk Pdeabwtevmlzqx
S500278,Student Llirhaaj,2000-02-01,E,48.57,60,10,66,31,79,69,16,21,34,9,919590531656,2018-10-28,No,Music,Remark Mqmwhwwame
S500279,Student Zewojolqgwvd,2000-12-18,C,82.06,34,14,77,36,61,23,59,65,26,2,919082925795,2018-11-09,Yes,Art,Remark Uemlsoxarjqqud
S500280,Student Hnqmpzsgbmahuk,2000-01-20,F,68.75,29,79,80,68,67,60,63,18,30,4,919339592730,2018-10-28,Yes,Sports,Remark L Cscbkndmsg
S500281,Student Czsleorbfgmadg,2000-12-16,E,63.96,74,65,71,32,59,39,59,10,41,8,919619786897,2018-12-07,No,Sports,Remark Gvts Xotmm
S500282,Student Bcwgf,2000-05-27,D,87.46,77,18,89,83,4,40,54,5,2,7,918249075864,2018-09-15,Yes,Unknown,Remark Hyozoc Lbktehhz
S500283,Student Tcidgenjbolnfm,2000-01-20,C,47.69,7,4,64,94,45,68,70,83,33,5,919107535892,2018-10-13,No,Sports,Reiark Vhjivjmf
S500284,Student Fwxqg,2000-02-01,D,49.49,13,58,8,70,28,39,69,25,32,3,918074160918,2018-11-01,Yes,Unknown,Remark Cxlvtfwvul
S500285,Student Amyrubdijudm,2000-02-01,C,58.49,96,72,66,79,56,3,92,67,4,9,918018468744,2018-10-13,Yes,Art,Remark Gyjplrhxkazkekr
S500286,Student Rgkfgmvdmtwq,2000-03-25,E,83.58,77,13,72,37,2,46,78,87,28,0,918812006004,2018-11-09,Yes,Unknown,Remark Jw Ajtgtnzjla
S500287,Student  Cxxdtewquu,2000-02-01,A,65.73,42,23,1,36,85,15,12,88,15,0,919427465107,2019-02-05,No,Sports,Remark Umvilhjgihvfoxl
S500288,Student Ovranygeza,2000-02-01,F,66.09,0,4,54,74,17,50,19,88,46,7,917754850455,2018-10-13,No,Unknown,Remark Gjbeab Qw
S500289,Student Jx Wwznfc,2000-02-01,E,53.69,7,50,82,3,99,18,62,73,18,1,919123243916,2019-02-05,No,Unknown,Remark Lcnf Qjlraegu
S500291,Studena Vdbhnmf,2000-05-27,D,81.85,94,6,48,0,33,31,89,76,44,4,919788858428,2018-10-13,Yes,Music,Remark Dffavx
S500293,Student Wlzpyxoj,2000-01-20,C,69.38,66,53,12,14,50,37,42,13,42,6,919850805221,2018-08-06,Yes,Unknown,Remark Gxugnbwwshjunn
S500294,Student Lnmuqrdqlhbjg,2000-02-01,B,86.85,86,85,67,41,2,59,18,30,17,6,919280353506,2018-09-06,Yes,Music,Remark Joeta
S500295,Student Xlevo,2000-10-12,E,84.27,24,91,97,35,83,100,83,29,49,4,918004887938,2018-10-13,Yes,Music,Remark Kyibryq
S500296,Student Rscacp,2000-01-20,C,85.62,40,83,13,71,91,70,41,10,10,8,918600470695,2019-03-19,Yes,Unknown,Remark Bybxavohnoypa
S500297,Student Cfynsppukr,2000-05-27,B,48.5,25,44,2,87,53,86,39,82,46,7,919202544746,2018-09-24,Yes,Unknown,Remark Autgnagrc
S500298,Student Wlmxitoipuk,2000-01-20,C,90.53,86,10,37,62,19,17,79,15,44,4,918417932971,2019-02-05,Yes,Unknown,Remark Lvcssyua
S500299,Student Ylrmb,2000-09-16,D,63.81,28,98,32,8,58,71,33,91,4,1,918055033085,2019-02-05,Yes,Unknown,Remark Gbwtxgcqcgur
S500300,Student Nfbmja,2000-02-01,B,85.13,51,74,56,46,90,37,42,24,3,8,917126160623,2018-10-28,No,Unknown,Remark  Alnn
S500301,Student Opvdvyrawx,2000-06-13,C,64.77,46,83,63,45,34,65,6,29,47,5,919599847562,2018-11-15,Yes,Art,Remark Brciwwvmchvx
S500302,Student Kzhicx,2000-12-16,B,97.12,52,83,10,99,41,77,68,86,30,5,919261134311,2018-10-13,No,Sports,Remark Njyyfxerlbyofs
S500303,Student Lvbajrvvlibyttd,2000-04-19,A,51.36,5,95,69,38,71,82,12,21,15,9,918819640650,2018-08-28,Yes,Art,Remark Hzevuaus Nvu
S500304,Student Pcanavhyoipvfvj,2000-05-27,E,59.31,84,61,75,83,91,93,85,78,29,6,919848955532,2018-10-28,Yes,Sports,Remark Qrxuiuhxfmk
S500305,Student Adpjqqjormuyikz,2000-12-16,F,80.4,53,73,42,26,79,95,19,70,47,6,917681244984,2018-10-28,Yes,Art,Remark Cpktzoudahe
S500306,Student Xyulwly Uszqre,2000-12-18,A,51.73,89,82,85,58,85,34,62,21,29,4,918018949135,2018-12-14,No,Art,Remark Oiraiakzbbmw
S500307,Student Anrrxllwnwf,2000-02-01,C,65.59,12,70,40,52,28,12,27,30,21,2,917260745150,2018-12-08,No,Unknown,Remark Czjjbqu
S500308,Student Dkzxhd,2000-02-01,A,43.32,73,82,73,90,98,92,58,60,12,1,919146999002,2019-03-29,No,Unknown,Redark Qbximzboxv
S500309,Student Zdohjskquxq,2000-09-16,E,57.57,42,64,15,50,4,34,100,88,28,8,919317582479,2019-02-05,Yes,Sports,Remark Ujonddyzqgwcxv
S500310,Student Lksnyhloyfa T,2000-03-25,B,69.38,36,89,83,61,21,89,64,29,2,3,918154166801,2018-10-13,Yes,Sports,Remark Gxnqg
S500311,Student Zjigfhq,2000-02-01,D,43.57,96,45,30,26,76,91,46,31,21,8,919975304712,2018-11-09,Yes,Music,Remark Mdkjkvfhtpvnrce
S500312,Student Sihtjakc,2000-07-14,D,43.27,24,90,66,35,51,70,61,49,44,6,918990001509,2019-05-11,Yes,Unknown,Remark Zifxkstxdqsuuh
S500313,Student Nwtnzinxfgjcow,2000-02-16,D,42.05,64,35,31,64,15,100,62,86,17,8,917533575126,2019-02-05,No,Art,Remark Mnuuausyw Eqj
S500314,Student Fttrw,2000-12-16,F,52.0,90,92,39,29,61,21,25,53,14,5,917356840547,2018-12-09,No,Art,Remark Tdxbaxjbbdc
S500315,Student Zwlqlia Z,2000-02-01,D,80.31,11,98,10,92,94,68,55,63,33,9,917218825768,2019-01-06,No,Sports,Remark Eiusnoesv
S500316,Student Ihizumlgit,2000-02-01,A,58.23,23,26,82,10,17,26,80,82,41,8,917361555857,2019-04-18,No,Music,Remark Ujdvns
S500317,Student Qeadlk Uvbfaz,2000-05-27,D,56.6,85,32,13,53,29,79,54,83,25,2,917276738745,2019-01-06,Yes,Art,Remark Sdwxtvoly
S500318,Student Piroznkmsurjqp,2000-04-13,C,53.68,86,13,48,17,32,67,49,40,23,0,918452041000,2019-02-23,Yes,Unknown,Remark Jyiusopm
S500319,Student Ghsuvi,2000-02-01,F,79.1,76,78,43,44,83,82,77,36,11,0,919237954099,2019-01-15,No,Art,Remark Enscbyg
S500320,Student Usyersjypxipi,2000-01-20,D,43.02,84,43,90,33,38,77,75,48,5,4,918737478019,2019-03-16,Yes,Unknown,Uemark Ydobbu
S500321,Student  Igqcefwj,2000-10-18,E,85.67,25,28,47,64,71,49,11,77,10,8,917328568054,2018-08-28,No,Music,Remark Wyjajhjajif
S500322,Student Ravcqtvdasqmd,2000-05-27,C,95.16,25,86,16,82,23,66,50,81,46,4,918329318830,2019-04-08,Yes,Sports,Remark Daqsoiidb
S500323,Student Vrudwvus,2000-12-16,C,88.51,50,74,29,28,72,86,14,55,47,2,918859255262,2019-02-05,Yes,Music,Remark Edonzr
S500324,Student Scqaxxuo,2000-05-27,B,56.14,8,3,63,14,27,81,20,62,0,2,918851705955,2018-12-19,Yes,Sports,Remark Igazep
S500325,Student Pllyyy,2000-10-04,D,43.59,68,51,49,36,18,52,24,60,14,4,917905935201,2018-10-05,Yes,Unknown,Remark L Gnsdavekxan
S500326,Student Tdasp,2000-02-16,C,51.35,21,20,55,26,98,74,74,31,20,5,917427792754,2019-03-19,Yes,Sports,Remark Gjstmgedavgfar
S500327,Student Oqaecacshhras,2000-12-16,F,78.89,50,80,8,83,13,29,6,11,2,0,918427106957,2018-11-06,No,Unknown,Remark Martuzsz
S500328,Student Izrzhkimrqaze,2000-05-27,B,57.88,80,24,39,87,73,10,13,4,7,4,918662821044,2019-02-05,No,Music,Remark Yvdiablex
S500329,Student Kaljpsi,2000-02-01,E,99.14,70,13,43,69,60,87,95,51,15,2,917605920740,2019-02-05,No,Music,Remark Ubequ
S500330,Student Pjbpgzrmar,2000-01-13,D,47.27,78,23,60,91,44,18,87,21,36,9,917168040496,2018-12-14,Yes,Sports,Remark Brkxhpxt
S500331,Student Vpmjkgpn A,2000-05-27,A,46.56,75,53,91,72,13,44,18,14,2,2,918102862526,2018-10-28,No,Sports,Remark Yhsxvaxmupa
S500332,Student Jgzxiqczhjftspo,2000-05-27,A,52.67,33,87,47,51,86,76,52,35,37,7,918792041627,2019-01-06,Yes,Music,Remark Mydsbptbqska
S500333,Studpnt Iqn U,2000-04-13,B,72.81,73,85,76,76,27,29,66,79,5,9,917564107072,2018-08-13,Yes,Unknown,Remark Mezmyg
S500334,Student Daala,2000-01-20,B,40.36,92,16,80,30,18,90,46,12,48,6,917922593451,2019-02-05,No,Unknown,Remark U Lqoa
S500335,Student Wqhyy,2000-02-01,B,63.52,55,100,16,8,6,90,60,7,24,9,919950815999,2018-10-13,No,Art,Remark Vgnqdflitndlyf
S500337,Student Fpmqeoizgha,2000-12-16,A,74.87,88,55,81,6,51,54,0,10,31,2,919286801316,2018-07-31,Yes,Art,Remarm Ev Hmvy Nthut
S500338,Student Devnfv,2000-03-25,A,75.86,7,2,60,87,5,57,59,94,12,4,917531892517,2018-10-13,Yes,Unknown,Remark Fkhsmhhmaletri
S500339,Student Sazqjnddsvrb,2000-09-16,F,78.9,73,22,92,59,82,40,34,49,42,7,918519982723,2019-02-05,Yes,Unknown,Remark Pubbki
S500340,Student Ckguon Ytyhb,2000-12-16,A,46.54,82,32,43,88,45,73,12,30,23,8,918747689762,2018-10-13,Yes,Unknown,Remark Gdwsnehdtxx
S500342,Student Eutihcosunpx,2000-05-07,F,57.47,3,70,20,37,47,97,69,15,0,9,918481400785,2019-03-29,No,Music,Remark Ezupw
S500343,Student Owyhskzayas,2000-01-20,C,46.32,27,35,34,91,97,42,66,51,30,1,917008660118,2019-04-08,No,Sports,Remark Bduyfn
S500344,Student Iwyyf,2000-01-20,A,70.05,11,48,0,98,62,60,91,64,49,2,919894547223,2018-10-13,No,Art,Temark Bgkqiivnpgmjhs
S500345,Student Ctmjwmqibumfd,2000-09-06,A,86.21,93,89,18,82,79,66,79,72,3,7,919778038374,2018-10-13,Yes,Sports,Remark Fexuqrusjmsw
S500346,Student Sjaudspwn Oksx,2000-12-10,B,43.52,26,89,78,35,0,91,56,83,23,8,919844932941,2019-01-19,No,Music,Remark Xpoylwokts
S500347,Student Gmsne Nyurbg,2000-07-19,F,86.39,50,97,22,30,95,58,18,82,16,6,919807975791,2018-11-09,Yes,Music,Remark Sfvqs
S500348,Student Hznvxpvjedcv,2000-02-01,C,47.02,84,72,92,19,78,55,5,45,41,0,918286659953,2018-12-16,Yes,Unknown,Remark Enstmeolk
S500349,Student Qemrsly Ofib,2000-12-18,E,99.54,19,45,48,81,46,5,82,82,35,5,918791424468,2019-01-06,No,Music,Remark Givxin
S500350,Student Hziorht,2000-01-20,F,52.29,38,66,99,86,23,93,11,1,22,8,919884483202,2018-10-13,No,Art,Remark Irhzhgylkhjx
S500351,Student Dzmudkxnjkfpu,2000-02-01,A,59.97,63,53,77,6,38,95,93,74,43,9,917276836336,2018-06-28,Yes,Sports,Remark Gzrndue
S500352,Student Almcqektkibur,2000-10-02,C,66.2,18,12,39,21,100,74,45,71,10,5,918626663883,2018-12-07,No,Music,Remark Mykdnzrdwzz
S500353,Student Citrqsfcdi,2000-01-20,B,59.01,47,79,77,82,23,59,19,62,8,2,919859637400,2019-02-23,No,Unknown,Remark Qlydubbwalzj
S500354,Student Jyprbarardodgp,2000-12-11,C,98.99,57,30,34,60,92,11,48,85,37,0,919247087806,2019-04-18,Yes,Art,Remark Pghrzau
S500355,Student Qmfpckqdsczgw,2000-05-27,E,73.71,53,44,84,27,53,51,94,92,15,7,919675403492,2018-10-28,No,Art,Remark Xkopg
S500356,Student Gilpaljlof,2000-02-01,E,63.18,62,62,1,89,35,68,78,67,47,3,918876649492,2018-10-13,No,Music,Remark Gfabgv
S500357,Student Qudfony Zsfx,2000-01-20,B,79.78,50,82,53,26,3,57,97,24,30,4,918033634722,2019-02-05,No,Music,Remark Piutbjuy
S500358,Student Arydwmvj,2000-12-18,E,66.82,23,77,90,84,60,82,10,6,3,9,918061796481,2018-10-13,Yes,Music,Remark Vogackckdcmet
S500359,Studert Cvmskzendrqa,2000-01-20,E,79.16,87,28,24,80,78,41,94,97,27,2,919043894246,2018-10-13,Yes,Music,Remark Uwgfp
